Dystans do przejscia: 1000, dlugosc kroku: 5
9334: (x,y)=(87.9497,252.433)
9335: (x,y)=(86.0766,247.798)
9336: (x,y)=(90.9485,248.922)
9337: (x,y)=(95.551,246.969)
9338: (x,y)=(100.333,248.431)
9339: (x,y)=(100.333,243.431)
9340: (x,y)=(96.6168,240.085)
9341: (x,y)=(96.3551,245.078)
9342: (x,y)=(94.242,249.61)
9343: (x,y)=(98.5279,247.034)
9344: (x,y)=(95.3139,250.865)
9345: (x,y)=(99.7287,253.212)
9346: (x,y)=(104.427,251.502)
9347: (x,y)=(103.818,256.465)
9348: (x,y)=(105.363,261.22)
9349: (x,y)=(109.02,264.63)
9350: (x,y)=(104.647,262.206)
9351: (x,y)=(109.282,260.333)
9352: (x,y)=(114.279,260.507)
9353: (x,y)=(109.785,262.699)
9354: (x,y)=(105.004,264.161)
9355: (x,y)=(102.354,268.401)
9356: (x,y)=(101.832,263.429)
9357: (x,y)=(97.7866,266.368)
9358: (x,y)=(92.9803,264.989)
9359: (x,y)=(96.1942,268.82)
9360: (x,y)=(98.9174,273.013)
9361: (x,y)=(95.2017,269.667)
9362: (x,y)=(91.4282,272.948)
9363: (x,y)=(96.1266,274.658)
9364: (x,y)=(91.2026,273.789)
9365: (x,y)=(90.9409,268.796)
9366: (x,y)=(86.305,266.923)
9367: (x,y)=(90.3501,263.984)
9368: (x,y)=(90.6117,268.977)
9369: (x,y)=(86.197,271.325)
9370: (x,y)=(90.5271,273.825)
9371: (x,y)=(91.4812,268.917)
9372: (x,y)=(91.4812,273.917)
9373: (x,y)=(90.0193,269.135)
9374: (x,y)=(85.0953,268.267)
9375: (x,y)=(89.5892,266.075)
9376: (x,y)=(88.9799,271.038)
9377: (x,y)=(86.788,266.544)
9378: (x,y)=(82.743,269.483)
9379: (x,y)=(84.616,274.119)
9380: (x,y)=(85.1386,279.091)
9381: (x,y)=(81.2529,275.945)
9382: (x,y)=(78.6777,280.231)
9383: (x,y)=(75.8098,276.135)
9384: (x,y)=(74.6851,281.007)
9385: (x,y)=(78.5153,284.221)
9386: (x,y)=(76.9702,279.465)
9387: (x,y)=(74.4702,283.795)
9388: (x,y)=(74.9929,278.823)
9389: (x,y)=(77.2628,274.368)
9390: (x,y)=(75.7177,279.123)
9391: (x,y)=(74.4236,283.953)
9392: (x,y)=(69.8559,285.986)
9393: (x,y)=(73.7416,282.84)
9394: (x,y)=(69.5483,280.117)
9395: (x,y)=(65.1752,282.541)
9396: (x,y)=(65.1752,287.541)
9397: (x,y)=(65.871,292.492)
9398: (x,y)=(64.6614,297.343)
9399: (x,y)=(69.1165,299.613)
9400: (x,y)=(71.8397,303.807)
9401: (x,y)=(71.4039,308.788)
9402: (x,y)=(67.2105,306.065)
9403: (x,y)=(66.3423,301.14)
9404: (x,y)=(68.5341,305.634)
9405: (x,y)=(66.0341,309.965)
9406: (x,y)=(70.7894,308.419)
9407: (x,y)=(75.7408,307.724)
9408: (x,y)=(80.2347,309.915)
9409: (x,y)=(82.1078,305.28)
9410: (x,y)=(81.672,300.299)
9411: (x,y)=(86.6347,299.689)
9412: (x,y)=(91.5429,300.643)
9413: (x,y)=(86.5703,300.121)
9414: (x,y)=(82.4745,297.253)
9415: (x,y)=(82.1257,292.265)
9416: (x,y)=(82.994,287.341)
9417: (x,y)=(87.8236,286.047)
9418: (x,y)=(91.8168,283.038)
9419: (x,y)=(94.4664,287.278)
9420: (x,y)=(98.4064,290.356)
9421: (x,y)=(98.6681,285.363)
9422: (x,y)=(103.041,287.787)
9423: (x,y)=(99.4445,291.26)
9424: (x,y)=(96.7213,287.067)
9425: (x,y)=(98.9912,282.612)
9426: (x,y)=(101.261,287.067)
9427: (x,y)=(96.2734,286.718)
9428: (x,y)=(101.27,286.544)
9429: (x,y)=(100.316,281.636)
9430: (x,y)=(95.5887,280.008)
9431: (x,y)=(99.1854,276.535)
9432: (x,y)=(97.0723,281.066)
9433: (x,y)=(92.8321,278.417)
9434: (x,y)=(97.7705,277.634)
9435: (x,y)=(100.638,281.73)
9436: (x,y)=(100.203,286.711)
9437: (x,y)=(99.68,291.684)
9438: (x,y)=(104.461,293.146)
9439: (x,y)=(99.4889,293.668)
9440: (x,y)=(102.428,297.713)
9441: (x,y)=(107.4,298.236)
9442: (x,y)=(110.268,302.332)
9443: (x,y)=(113.614,298.616)
9444: (x,y)=(114.223,293.653)
9445: (x,y)=(115.177,298.561)
9446: (x,y)=(120.029,297.352)
9447: (x,y)=(123.439,301.009)
9448: (x,y)=(118.657,299.547)
9449: (x,y)=(115.377,295.773)
9450: (x,y)=(117.087,291.075)
9451: (x,y)=(113.49,294.548)
9452: (x,y)=(116.569,290.608)
9453: (x,y)=(113.63,286.563)
9454: (x,y)=(108.8,287.857)
9455: (x,y)=(104.073,286.229)
9456: (x,y)=(104.508,291.21)
9457: (x,y)=(109.505,291.036)
9458: (x,y)=(111.459,295.638)
9459: (x,y)=(116.456,295.464)
9460: (x,y)=(113.447,291.47)
9461: (x,y)=(109.117,293.97)
9462: (x,y)=(104.449,292.179)
9463: (x,y)=(99.5581,293.218)
9464: (x,y)=(99.9068,298.206)
9465: (x,y)=(95.9137,295.197)
9466: (x,y)=(93.7218,299.691)
9467: (x,y)=(89.3487,297.267)
9468: (x,y)=(93.5421,294.544)
9469: (x,y)=(95.4151,299.179)
9470: (x,y)=(90.6875,300.807)
9471: (x,y)=(90.7748,305.807)
9472: (x,y)=(94.3715,302.333)
9473: (x,y)=(98.2017,299.119)
9474: (x,y)=(93.2291,298.597)
9475: (x,y)=(97.0593,295.383)
9476: (x,y)=(102.04,294.947)
9477: (x,y)=(99.6929,290.532)
9478: (x,y)=(98.8247,295.456)
9479: (x,y)=(103.523,297.166)
9480: (x,y)=(99.0681,294.896)
9481: (x,y)=(103.113,291.957)
9482: (x,y)=(105.836,287.764)
9483: (x,y)=(102.24,291.237)
9484: (x,y)=(98.643,287.764)
9485: (x,y)=(93.7045,288.546)
9486: (x,y)=(96.7136,292.539)
9487: (x,y)=(96.2778,297.52)
9488: (x,y)=(91.4482,296.226)
9489: (x,y)=(96.0159,298.26)
9490: (x,y)=(92.4804,301.796)
9491: (x,y)=(89.8308,306.036)
9492: (x,y)=(84.8795,305.34)
9493: (x,y)=(89.3345,307.61)
9494: (x,y)=(89.8571,302.637)
9495: (x,y)=(91.485,307.365)
9496: (x,y)=(87.0299,309.635)
9497: (x,y)=(83.6843,305.919)
9498: (x,y)=(79.1528,308.032)
9499: (x,y)=(77.6909,312.814)
9500: (x,y)=(81.5766,309.667)
9501: (x,y)=(78.231,313.383)
9502: (x,y)=(83.1217,314.422)
9503: (x,y)=(79.0766,317.361)
9504: (x,y)=(75.731,313.646)
9505: (x,y)=(78.8093,317.586)
9506: (x,y)=(73.8852,318.454)
9507: (x,y)=(78.5212,316.581)
9508: (x,y)=(79.7308,311.729)
9509: (x,y)=(75.1992,313.842)
9510: (x,y)=(70.9134,311.267)
9511: (x,y)=(74.3867,314.864)
9512: (x,y)=(76.3403,310.261)
9513: (x,y)=(72.1952,307.466)
9514: (x,y)=(73.4892,312.295)
9515: (x,y)=(69.2034,314.87)
9516: (x,y)=(64.4758,316.498)
9517: (x,y)=(66.3489,311.862)
9518: (x,y)=(68.1407,316.53)
9519: (x,y)=(66.2677,321.166)
9520: (x,y)=(70.0979,317.952)
9521: (x,y)=(71.643,313.197)
9522: (x,y)=(72.1656,318.169)
9523: (x,y)=(75.2439,314.229)
9524: (x,y)=(70.9138,316.729)
9525: (x,y)=(75.4078,318.921)
9526: (x,y)=(77.0356,314.194)
9527: (x,y)=(80.8658,310.98)
9528: (x,y)=(79.9976,315.904)
9529: (x,y)=(84.2834,318.479)
9530: (x,y)=(86.3171,313.911)
9531: (x,y)=(81.5108,315.289)
9532: (x,y)=(76.5108,315.289)
9533: (x,y)=(75.9881,310.317)
9534: (x,y)=(79.5237,306.781)
9535: (x,y)=(74.956,308.815)
9536: (x,y)=(73.6619,303.985)
9537: (x,y)=(69.6687,300.976)
9538: (x,y)=(66.7298,305.021)
9539: (x,y)=(67.3391,300.059)
9540: (x,y)=(64.9151,295.686)
9541: (x,y)=(63.2872,290.958)
9542: (x,y)=(65.4791,295.452)
9543: (x,y)=(64.9564,300.425)
9544: (x,y)=(66.5015,305.18)
9545: (x,y)=(65.6333,300.256)
9546: (x,y)=(66.3291,295.304)
9547: (x,y)=(61.3907,294.522)
9548: (x,y)=(64.7363,290.807)
9549: (x,y)=(68.333,287.333)
9550: (x,y)=(68.2458,282.334)
9551: (x,y)=(71.1137,278.238)
9552: (x,y)=(66.8278,275.663)
9553: (x,y)=(71.8157,276.012)
9554: (x,y)=(76.6671,274.802)
9555: (x,y)=(75.0393,270.075)
9556: (x,y)=(71.3825,266.665)
9557: (x,y)=(68.6593,270.858)
9558: (x,y)=(64.6142,267.919)
9559: (x,y)=(61.2042,264.262)
9560: (x,y)=(62.0725,269.186)
9561: (x,y)=(57.3449,270.814)
9562: (x,y)=(57.7807,265.833)
9563: (x,y)=(62.4486,267.625)
9564: (x,y)=(57.4608,267.276)
9565: (x,y)=(56.8514,262.314)
9566: (x,y)=(55.2236,267.041)
9567: (x,y)=(57.6476,271.414)
9568: (x,y)=(53.4074,274.064)
9569: (x,y)=(56.3463,278.109)
9570: (x,y)=(58.6163,282.564)
9571: (x,y)=(63.2522,280.691)
9572: (x,y)=(60.2431,276.698)
9573: (x,y)=(62.435,281.192)
9574: (x,y)=(57.4357,281.279)
9575: (x,y)=(58.304,276.355)
9576: (x,y)=(55.09,272.525)
9577: (x,y)=(53.5449,277.28)
9578: (x,y)=(56.4128,281.376)
9579: (x,y)=(53.3345,277.436)
9580: (x,y)=(55.8345,273.106)
9581: (x,y)=(51.5487,275.681)
9582: (x,y)=(51.9845,280.662)
9583: (x,y)=(48.7042,284.435)
9584: (x,y)=(52.7492,281.496)
9585: (x,y)=(50.6362,276.965)
9586: (x,y)=(45.9377,278.675)
9587: (x,y)=(49.7679,275.461)
9588: (x,y)=(51.881,270.929)
9589: (x,y)=(47.2451,272.802)
9590: (x,y)=(48.7069,277.584)
9591: (x,y)=(52.1802,273.987)
9592: (x,y)=(49.9884,269.493)
9593: (x,y)=(47.3388,273.734)
9594: (x,y)=(47.9481,278.696)
9595: (x,y)=(52.6757,277.068)
9596: (x,y)=(56.2113,280.604)
9597: (x,y)=(51.4297,282.066)
9598: (x,y)=(53.9297,277.736)
9599: (x,y)=(54.2785,272.748)
9600: (x,y)=(59.1504,271.623)
9601: (x,y)=(59.7597,266.66)
9602: (x,y)=(60.3691,261.698)
9603: (x,y)=(64.6549,259.122)
9604: (x,y)=(66.5279,263.758)
9605: (x,y)=(66.4407,268.758)
9606: (x,y)=(64.8956,273.513)
9607: (x,y)=(64.5468,278.501)
9608: (x,y)=(69.546,278.588)
9609: (x,y)=(64.6742,279.713)
9610: (x,y)=(62.8012,275.077)
9611: (x,y)=(57.893,274.123)
9612: (x,y)=(61.0396,270.237)
9613: (x,y)=(62.4178,265.431)
9614: (x,y)=(60.2259,269.925)
9615: (x,y)=(59.5301,264.973)
9616: (x,y)=(64.2577,266.601)
9617: (x,y)=(66.7577,262.271)
9618: (x,y)=(64.2577,266.601)
9619: (x,y)=(64.2577,271.601)
9620: (x,y)=(64.5194,276.594)
9621: (x,y)=(59.5566,275.985)
9622: (x,y)=(64.4474,274.945)
9623: (x,y)=(60.3022,277.741)
9624: (x,y)=(65.2535,277.046)
9625: (x,y)=(61.1083,279.842)
9626: (x,y)=(65.2535,277.046)
9627: (x,y)=(66.5476,272.216)
9628: (x,y)=(70.9623,274.563)
9629: (x,y)=(66.7221,271.914)
9630: (x,y)=(67.0709,276.902)
9631: (x,y)=(66.1168,271.993)
9632: (x,y)=(61.9235,269.27)
9633: (x,y)=(57.142,267.808)
9634: (x,y)=(53.5453,264.335)
9635: (x,y)=(58.1478,262.381)
9636: (x,y)=(59.526,267.188)
9637: (x,y)=(62.026,262.858)
9638: (x,y)=(57.1019,263.726)
9639: (x,y)=(55.4741,258.998)
9640: (x,y)=(59.2476,262.278)
9641: (x,y)=(54.3962,263.488)
9642: (x,y)=(50.0231,265.912)
9643: (x,y)=(51.7332,261.214)
9644: (x,y)=(54.1572,256.841)
9645: (x,y)=(59.1086,257.536)
9646: (x,y)=(61.5326,253.163)
9647: (x,y)=(66.1003,255.197)
9648: (x,y)=(64.8062,260.027)
9649: (x,y)=(61.1495,256.617)
9650: (x,y)=(66.1008,255.921)
9651: (x,y)=(61.1282,255.398)
9652: (x,y)=(56.3729,253.853)
9653: (x,y)=(54.2598,258.385)
9654: (x,y)=(49.8451,260.732)
9655: (x,y)=(45.905,263.81)
9656: (x,y)=(41.3373,265.844)
9657: (x,y)=(36.4292,266.798)
9658: (x,y)=(37.6388,271.649)
9659: (x,y)=(40.7171,275.59)
9660: (x,y)=(35.7658,276.285)
9661: (x,y)=(32.6874,280.225)
9662: (x,y)=(27.8811,281.604)
9663: (x,y)=(31.8212,278.525)
9664: (x,y)=(26.8334,278.177)
9665: (x,y)=(24.7997,273.609)
9666: (x,y)=(29.0399,270.959)
9667: (x,y)=(32.7557,274.305)
9668: (x,y)=(35.834,278.245)
9669: (x,y)=(30.834,278.245)
9670: (x,y)=(32.5441,282.943)
9671: (x,y)=(28.171,285.367)
9672: (x,y)=(30.044,280.732)
9673: (x,y)=(26.3872,277.322)
9674: (x,y)=(30.3804,280.331)
9675: (x,y)=(34.6206,277.681)
9676: (x,y)=(37.4885,281.777)
9677: (x,y)=(33.953,278.241)
9678: (x,y)=(36.8919,274.196)
9679: (x,y)=(41.5904,272.486)
9680: (x,y)=(41.5031,267.487)
9681: (x,y)=(42.4572,272.395)
9682: (x,y)=(37.7296,274.023)
9683: (x,y)=(39.3574,278.75)
9684: (x,y)=(42.9541,275.277)
9685: (x,y)=(45.4541,279.607)
9686: (x,y)=(43.744,284.306)
9687: (x,y)=(41.5522,288.8)
9688: (x,y)=(38.4056,292.685)
9689: (x,y)=(34.87,296.221)
9690: (x,y)=(35.3927,301.194)
9691: (x,y)=(31.6191,304.474)
9692: (x,y)=(36.5917,304.996)
9693: (x,y)=(32.995,301.523)
9694: (x,y)=(30.3454,297.283)
9695: (x,y)=(25.3454,297.283)
9696: (x,y)=(28.6257,293.509)
9697: (x,y)=(24.211,295.857)
9698: (x,y)=(19.6433,293.823)
9699: (x,y)=(15.0407,295.777)
9700: (x,y)=(18.4507,292.12)
9701: (x,y)=(15.8755,296.406)
9702: (x,y)=(17.5034,291.678)
9703: (x,y)=(22.0349,293.791)
9704: (x,y)=(24.5349,289.461)
9705: (x,y)=(21.7389,293.606)
9706: (x,y)=(21.7389,298.606)
9707: (x,y)=(24.9529,302.437)
9708: (x,y)=(23.7433,297.585)
9709: (x,y)=(23.3945,292.597)
9710: (x,y)=(21.6027,287.929)
9711: (x,y)=(22.4709,292.853)
9712: (x,y)=(18.0159,290.583)
9713: (x,y)=(22.9968,291.019)
9714: (x,y)=(18.1672,289.725)
9715: (x,y)=(15.8199,285.31)
9716: (x,y)=(19.2931,281.714)
9717: (x,y)=(24.2445,281.018)
9718: (x,y)=(20.0993,278.222)
9719: (x,y)=(25.0871,277.873)
9720: (x,y)=(30.0841,277.699)
9721: (x,y)=(33.6808,281.172)
9722: (x,y)=(36.404,276.979)
9723: (x,y)=(35.3644,272.088)
9724: (x,y)=(34.8418,267.115)
9725: (x,y)=(37.3418,262.785)
9726: (x,y)=(35.7967,267.54)
9727: (x,y)=(40.4951,269.25)
9728: (x,y)=(41.2773,264.312)
9729: (x,y)=(43.8525,268.598)
9730: (x,y)=(42.8985,273.506)
9731: (x,y)=(41.1884,268.808)
9732: (x,y)=(39.3965,264.14)
9733: (x,y)=(43.7696,266.564)
9734: (x,y)=(47.5998,263.35)
9735: (x,y)=(44.6609,259.305)
9736: (x,y)=(49.4905,258.011)
9737: (x,y)=(52.0657,262.296)
9738: (x,y)=(56.9172,263.506)
9739: (x,y)=(53.3205,260.033)
9740: (x,y)=(55.4336,255.501)
9741: (x,y)=(58.5802,259.387)
9742: (x,y)=(60.7721,254.893)
9743: (x,y)=(64.7652,257.902)
9744: (x,y)=(68.5955,254.688)
9745: (x,y)=(64.9988,258.161)
9746: (x,y)=(65.6081,253.199)
9747: (x,y)=(68.1833,257.484)
9748: (x,y)=(63.4557,255.857)
9749: (x,y)=(61.8279,260.584)
9750: (x,y)=(56.84,260.235)
9751: (x,y)=(53.1833,256.825)
9752: (x,y)=(48.943,254.176)
9753: (x,y)=(48.4204,249.203)
9754: (x,y)=(44.7047,245.858)
9755: (x,y)=(46.8965,250.352)
9756: (x,y)=(46.722,255.348)
9757: (x,y)=(51.4205,257.059)
9758: (x,y)=(56.1481,255.431)
9759: (x,y)=(51.2573,256.47)
9760: (x,y)=(48.6077,260.711)
9761: (x,y)=(45.5987,264.704)
9762: (x,y)=(41.7685,267.918)
9763: (x,y)=(36.7806,267.569)
9764: (x,y)=(31.951,268.863)
9765: (x,y)=(36.8025,270.073)
9766: (x,y)=(36.4537,275.06)
9767: (x,y)=(31.4606,275.322)
9768: (x,y)=(35.3463,272.175)
9769: (x,y)=(33.3126,267.608)
9770: (x,y)=(29.2675,270.547)
9771: (x,y)=(26.1892,274.487)
9772: (x,y)=(24.811,279.293)
9773: (x,y)=(27.8201,283.286)
9774: (x,y)=(32.7927,283.809)
9775: (x,y)=(36.0066,287.639)
9776: (x,y)=(36.7888,282.701)
9777: (x,y)=(39.512,278.507)
9778: (x,y)=(36.9368,282.793)
9779: (x,y)=(37.1985,277.8)
9780: (x,y)=(32.2358,277.191)
9781: (x,y)=(33.3605,282.062)
9782: (x,y)=(28.7928,284.096)
9783: (x,y)=(26.6797,279.565)
9784: (x,y)=(24.0301,283.805)
9785: (x,y)=(20.2566,287.085)
9786: (x,y)=(21.7184,282.304)
9787: (x,y)=(20.3402,277.497)
9788: (x,y)=(15.7043,275.624)
9789: (x,y)=(19.9901,273.049)
9790: (x,y)=(15.0517,273.831)
9791: (x,y)=(19.6194,271.798)
9792: (x,y)=(15.9627,268.388)
9793: (x,y)=(11.1811,266.926)
9794: (x,y)=(16.1052,266.058)
9795: (x,y)=(11.6904,268.405)
9796: (x,y)=(7.12272,270.439)
9797: (x,y)=(10.0616,274.484)
9798: (x,y)=(14.9131,273.274)
9799: (x,y)=(13.1213,277.942)
9800: (x,y)=(11.4112,282.64)
9801: (x,y)=(7.58096,279.426)
9802: (x,y)=(12.5536,278.904)
9803: (x,y)=(14.9776,283.277)
9804: (x,y)=(11.2041,286.557)
9805: (x,y)=(10.5082,281.606)
9806: (x,y)=(11.7178,286.457)
9807: (x,y)=(11.1952,291.43)
9808: (x,y)=(9.65008,296.185)
9809: (x,y)=(14.5408,295.146)
9810: (x,y)=(15.6656,300.018)
9811: (x,y)=(12.3199,303.733)
9812: (x,y)=(12.4072,298.734)
9813: (x,y)=(7.53534,299.859)
9814: (x,y)=(12.4981,299.249)
9815: (x,y)=(16.8712,301.673)
9816: (x,y)=(13.2745,305.147)
9817: (x,y)=(10.4066,309.243)
9818: (x,y)=(5.91261,311.434)
9819: (x,y)=(10.8207,312.388)
9820: (x,y)=(12.3658,317.144)
9821: (x,y)=(9.35676,313.151)
9822: (x,y)=(14.0552,311.44)
9823: (x,y)=(18.7231,313.232)
9824: (x,y)=(16.0735,308.992)
9825: (x,y)=(12.7932,312.766)
9826: (x,y)=(16.0072,308.935)
9827: (x,y)=(14.9676,304.045)
9828: (x,y)=(12.0287,308.09)
9829: (x,y)=(16.0738,305.151)
9830: (x,y)=(18.649,309.437)
9831: (x,y)=(22.3057,312.847)
9832: (x,y)=(25.0289,308.653)
9833: (x,y)=(24.1607,303.729)
9834: (x,y)=(27.3746,307.559)
9835: (x,y)=(26.5925,302.621)
9836: (x,y)=(30.0657,299.024)
9837: (x,y)=(26.469,302.498)
9838: (x,y)=(21.8331,300.625)
9839: (x,y)=(19.7994,296.057)
9840: (x,y)=(15.1315,297.849)
9841: (x,y)=(10.1346,297.674)
9842: (x,y)=(14.8899,299.219)
9843: (x,y)=(13.5117,294.413)
9844: (x,y)=(13.1629,289.425)
9845: (x,y)=(11.7847,294.231)
9846: (x,y)=(16.591,295.61)
9847: (x,y)=(21.5424,294.914)
9848: (x,y)=(25.2581,291.568)
9849: (x,y)=(29.7521,289.376)
9850: (x,y)=(31.8651,293.908)
9851: (x,y)=(31.3425,288.935)
9852: (x,y)=(34.6882,292.651)
9853: (x,y)=(39.3241,294.524)
9854: (x,y)=(35.3309,291.515)
9855: (x,y)=(35.4182,286.516)
9856: (x,y)=(30.5274,287.555)
9857: (x,y)=(26.5874,284.477)
9858: (x,y)=(21.9848,282.523)
9859: (x,y)=(17.7915,279.8)
9860: (x,y)=(12.9852,281.178)
9861: (x,y)=(9.44965,284.714)
9862: (x,y)=(5.73392,288.059)
9863: (x,y)=(3.38657,292.474)
9864: (x,y)=(6.39564,296.467)
9865: (x,y)=(11.202,295.089)
9866: (x,y)=(16.0316,293.795)
9867: (x,y)=(11.0506,293.359)
9868: (x,y)=(15.7782,291.731)
9869: (x,y)=(17.2401,296.513)
9870: (x,y)=(12.2522,296.862)
9871: (x,y)=(17.2332,297.297)
9872: (x,y)=(18.6951,302.079)
9873: (x,y)=(20.4869,306.747)
9874: (x,y)=(21.3551,311.671)
9875: (x,y)=(16.7874,313.705)
9876: (x,y)=(12.2197,315.738)
9877: (x,y)=(9.7197,311.408)
9878: (x,y)=(6.78077,307.363)
9879: (x,y)=(11.5084,305.735)
9880: (x,y)=(16.236,304.107)
9881: (x,y)=(11.7809,301.837)
9882: (x,y)=(6.92944,300.628)
9883: (x,y)=(6.0612,305.552)
9884: (x,y)=(8.40856,301.137)
9885: (x,y)=(3.91459,298.945)
9886: (x,y)=(8.8872,298.423)
9887: (x,y)=(8.62552,303.416)
9888: (x,y)=(13.6133,303.765)
9889: (x,y)=(18.3686,305.31)
9890: (x,y)=(16.1768,309.804)
9891: (x,y)=(20.7083,311.917)
9892: (x,y)=(16.4681,314.566)
9893: (x,y)=(15.174,319.396)
9894: (x,y)=(14.0492,324.268)
9895: (x,y)=(10.0041,321.329)
9896: (x,y)=(10.7863,316.39)
9897: (x,y)=(11.048,321.384)
9898: (x,y)=(12.0875,326.274)
9899: (x,y)=(16.6553,324.241)
9900: (x,y)=(16.3065,329.228)
9901: (x,y)=(21.1783,328.104)
9902: (x,y)=(16.4231,326.559)
9903: (x,y)=(18.9231,330.889)
9904: (x,y)=(14.2552,329.097)
9905: (x,y)=(19.0848,327.803)
9906: (x,y)=(22.3651,324.029)
9907: (x,y)=(26.9676,322.076)
9908: (x,y)=(26.6188,327.063)
9909: (x,y)=(31.6188,327.063)
9910: (x,y)=(35.2155,330.537)
9911: (x,y)=(38.8723,327.127)
9912: (x,y)=(35.5266,323.411)
9913: (x,y)=(38.1762,319.171)
9914: (x,y)=(34.9623,315.341)
9915: (x,y)=(39.53,313.307)
9916: (x,y)=(42.6083,317.247)
9917: (x,y)=(44.562,321.849)
9918: (x,y)=(45.2578,316.898)
9919: (x,y)=(46.8029,321.653)
9920: (x,y)=(48.1811,326.46)
9921: (x,y)=(45.3852,322.315)
9922: (x,y)=(49.5303,325.11)
9923: (x,y)=(54.5296,325.023)
9924: (x,y)=(50.4338,327.891)
9925: (x,y)=(54.7197,325.316)
9926: (x,y)=(55.0684,320.328)
9927: (x,y)=(59.6362,322.362)
9928: (x,y)=(57.3662,326.817)
9929: (x,y)=(55.5744,322.149)
9930: (x,y)=(51.0428,324.262)
9931: (x,y)=(53.618,328.548)
9932: (x,y)=(58.599,328.984)
9933: (x,y)=(63.0137,326.636)
9934: (x,y)=(59.128,323.49)
9935: (x,y)=(54.5603,325.523)
9936: (x,y)=(50.5152,328.462)
9937: (x,y)=(50.1664,323.474)
9938: (x,y)=(50.8623,318.523)
9939: (x,y)=(46.0108,317.313)
9940: (x,y)=(49.4841,320.91)
9941: (x,y)=(44.9901,323.102)
9942: (x,y)=(49.5926,321.148)
9943: (x,y)=(54.5554,321.758)
9944: (x,y)=(59.4272,320.633)
9945: (x,y)=(57.1573,325.088)
9946: (x,y)=(53.7473,328.745)
9947: (x,y)=(56.2473,324.415)
9948: (x,y)=(51.2595,324.066)
9949: (x,y)=(46.4532,322.688)
9950: (x,y)=(50.6465,319.964)
9951: (x,y)=(45.6655,320.4)
9952: (x,y)=(50.6587,320.662)
9953: (x,y)=(46.0228,322.535)
9954: (x,y)=(41.8294,319.812)
9955: (x,y)=(45.7151,322.958)
9956: (x,y)=(50.6665,323.654)
9957: (x,y)=(54.0765,327.311)
9958: (x,y)=(58.0696,324.302)
9959: (x,y)=(62.6722,326.256)
9960: (x,y)=(61.4626,331.107)
9961: (x,y)=(56.6111,332.317)
9962: (x,y)=(59.825,328.486)
9963: (x,y)=(59.2157,333.449)
9964: (x,y)=(60.0839,328.525)
9965: (x,y)=(65.0565,329.048)
9966: (x,y)=(63.2647,324.38)
9967: (x,y)=(58.9788,326.955)
9968: (x,y)=(56.2557,322.762)
9969: (x,y)=(52.659,319.288)
9970: (x,y)=(47.6658,319.027)
9971: (x,y)=(43.9501,322.372)
9972: (x,y)=(40.941,326.366)
9973: (x,y)=(37.2253,323.02)
9974: (x,y)=(39.4171,318.526)
9975: (x,y)=(43.8319,316.179)
9976: (x,y)=(48.825,316.44)
9977: (x,y)=(49.1738,311.452)
9978: (x,y)=(47.382,316.12)
9979: (x,y)=(51.5753,313.397)
9980: (x,y)=(52.2712,308.446)
9981: (x,y)=(54.463,303.952)
9982: (x,y)=(49.8605,301.998)
9983: (x,y)=(45.079,303.46)
9984: (x,y)=(45.4278,308.448)
9985: (x,y)=(40.4552,307.925)
9986: (x,y)=(42.8792,312.298)
9987: (x,y)=(47.6855,310.92)
9988: (x,y)=(43.912,314.2)
9989: (x,y)=(39.7186,316.924)
9990: (x,y)=(44.2502,319.037)
9991: (x,y)=(40.0099,321.686)
9992: (x,y)=(41.72,326.385)
9993: (x,y)=(43.7537,321.817)
9994: (x,y)=(39.0261,323.445)
9995: (x,y)=(43.1219,326.313)
9996: (x,y)=(40.1128,322.32)
9997: (x,y)=(39.5902,317.347)
9998: (x,y)=(43.9203,319.847)
9999: (x,y)=(48.2504,322.347)
10000: (x,y)=(50.4423,326.841)
10001: (x,y)=(50.878,321.86)
10002: (x,y)=(49.6684,326.711)
10003: (x,y)=(45.6753,329.721)
10004: (x,y)=(47.0534,324.914)
10005: (x,y)=(49.5534,320.584)
10006: (x,y)=(48.3438,315.733)
10007: (x,y)=(43.3811,315.123)
10008: (x,y)=(41.7533,310.396)
10009: (x,y)=(46.5348,308.934)
10010: (x,y)=(47.7444,304.082)
10011: (x,y)=(52.7071,303.473)
10012: (x,y)=(53.9167,308.325)
10013: (x,y)=(55.5446,303.597)
10014: (x,y)=(59.6403,306.465)
10015: (x,y)=(58.6863,301.557)
10016: (x,y)=(59.811,296.685)
10017: (x,y)=(63.6968,299.831)
10018: (x,y)=(68.6595,299.222)
10019: (x,y)=(73.0326,296.798)
10020: (x,y)=(77.971,297.58)
10021: (x,y)=(79.9247,292.978)
10022: (x,y)=(81.8784,288.375)
10023: (x,y)=(84.6743,292.52)
10024: (x,y)=(79.7662,293.474)
10025: (x,y)=(83.0465,297.248)
10026: (x,y)=(86.5198,293.651)
10027: (x,y)=(82.4747,296.59)
10028: (x,y)=(84.1025,301.318)
10029: (x,y)=(86.7521,305.558)
10030: (x,y)=(87.3615,310.521)
10031: (x,y)=(86.8388,305.548)
10032: (x,y)=(87.7929,300.64)
10033: (x,y)=(83.2613,302.753)
10034: (x,y)=(86.4753,306.583)
10035: (x,y)=(81.9813,308.775)
10036: (x,y)=(81.1991,303.837)
10037: (x,y)=(85.6139,301.489)
